superkingdom_id	kingdom_id	phylum_id	class_id	order_id	family_id	genus_id	species_id
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10066: 'Muridae'}	{121588: 'Grammomys'}	{491861: 'Grammomys surdaster'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10040: 'Peromyscus'}	{10041: 'Peromyscus leucopus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{32446: 'Clupeiformes'}	{299319: 'Denticipitidae'}	{299320: 'Denticeps'}	{299321: 'Denticeps clupeoides'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9747: 'Monodontidae'}	{40150: 'Monodon'}	{40151: 'Monodon monoceros'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{8111: 'Perciformes'}	{36203: 'Bovichtidae'}	{56715: 'Cottoperca'}	{56716: 'Cottoperca gobio'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489907: 'Carangiformes'}	{173245: 'Echeneidae'}	{173246: 'Echeneis'}	{173247: 'Echeneis naucrates'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9697: 'Herpestidae'}	{37031: 'Suricata'}	{37032: 'Suricata suricatta'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1490028: 'Holocentriformes'}	{47697: 'Holocentridae'}	{47699: 'Myripristis'}	{586833: 'Myripristis murdjan'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489921: 'Blenniiformes'}	{56718: 'Blenniidae'}	{94311: 'Salarias'}	{181472: 'Salarias fasciatus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489876: 'Kurtiformes'}	{83881: 'Apogonidae'}	{375763: 'Sphaeramia'}	{375764: 'Sphaeramia orbicularis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8292: 'Amphibia'}	{8445: 'Gymnophiona'}	{1277737: 'Siphonopidae'}	{264009: 'Microcaecilia'}	{1415580: 'Microcaecilia unicolor'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9681: 'Felidae'}	{13124: 'Lynx'}	{61383: 'Lynx canadensis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{8459: 'Testudines'}	{8487: 'Testudinidae'}	{38771: 'Gopherus'}	{1825980: 'Gopherus evgoodei'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{61816: 'Archocentrus'}	{63155: 'Archocentrus centrarchus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{29140: 'Gonorynchiformes'}	{29142: 'Chanidae'}	{29143: 'Chanos'}	{29144: 'Chanos chanos'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9726: 'Delphinidae'}	{9729: 'Globicephala'}	{9731: 'Globicephala melas'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{8111: 'Perciformes'}	{8165: 'Percidae'}	{283033: 'Sander'}	{283035: 'Sander lucioperca'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10066: 'Muridae'}	{30639: 'Mastomys'}	{35658: 'Mastomys coucha'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{8139: 'Oreochromis'}	{47969: 'Oreochromis aureus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9577: 'Hylobatidae'}	{9578: 'Hylobates'}	{81572: 'Hylobates moloch'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9498: 'Cebidae'}	{1532884: 'Sapajus'}	{9515: 'Sapajus apella'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9655: 'Mustelidae'}	{9665: 'Mustela'}	{36723: 'Mustela erminea'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9709: 'Phocidae'}	{9717: 'Phoca'}	{9720: 'Phoca vitulina'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{8111: 'Perciformes'}	{8165: 'Percidae'}	{54318: 'Etheostoma'}	{54343: 'Etheostoma spectabile'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{28738: 'Cyprinodontiformes'}	{8079: 'Poeciliidae'}	{8082: 'Xiphophorus'}	{8084: 'Xiphophorus hellerii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9740: 'Phocoenidae'}	{9741: 'Phocoena'}	{42100: 'Phocoena sinus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{8459: 'Testudines'}	{8487: 'Testudinidae'}	{904181: 'Chelonoidis'}	{106734: 'Chelonoidis abingdonii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9655: 'Mustelidae'}	{71112: 'Lontra'}	{76717: 'Lontra canadensis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10066: 'Muridae'}	{10114: 'Rattus'}	{10117: 'Rattus rattus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{58055: 'Rhinolophidae'}	{49442: 'Rhinolophus'}	{59479: 'Rhinolophus ferrumequinum'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8504: 'Lepidosauria'}	{8509: 'Squamata'}	{8522: 'Lacertidae'}	{8523: 'Lacerta'}	{80427: 'Lacerta agilis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{54136: 'Trachypithecus'}	{54180: 'Trachypithecus francoisi'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9726: 'Delphinidae'}	{9738: 'Tursiops'}	{9739: 'Tursiops truncatus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8292: 'Amphibia'}	{8445: 'Gymnophiona'}	{264006: 'Dermophiidae'}	{260994: 'Geotrypetes'}	{260995: 'Geotrypetes seraphini'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8504: 'Lepidosauria'}	{8509: 'Squamata'}	{8578: 'Colubridae'}	{201800: 'Pantherophis'}	{94885: 'Pantherophis guttatus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10066: 'Muridae'}	{61153: 'Arvicanthis'}	{61156: 'Arvicanthis niloticus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9709: 'Phocidae'}	{9714: 'Mirounga'}	{9715: 'Mirounga leonina'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8504: 'Lepidosauria'}	{8509: 'Squamata'}	{8522: 'Lacertidae'}	{141678: 'Zootoca'}	{8524: 'Zootoca vivipara'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9709: 'Phocidae'}	{9710: 'Halichoerus'}	{9711: 'Halichoerus grypus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{38667: 'Onychomys'}	{38674: 'Onychomys torridus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9436: 'Molossidae'}	{27621: 'Molossus'}	{27622: 'Molossus molossus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9431: 'Vespertilionidae'}	{9434: 'Myotis'}	{51298: 'Myotis myotis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9431: 'Vespertilionidae'}	{27671: 'Pipistrellus'}	{59472: 'Pipistrellus kuhlii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{38609: 'Diprotodontia'}	{9335: 'Phalangeridae'}	{9336: 'Trichosurus'}	{9337: 'Trichosurus vulpecula'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9765: 'Balaenopteridae'}	{9766: 'Balaenoptera'}	{9771: 'Balaenoptera musculus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9971: 'Pholidota'}	{9972: 'Manidae'}	{9973: 'Manis'}	{143292: 'Manis pentadactyla'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9415: 'Phyllostomidae'}	{27659: 'Sturnira'}	{192404: 'Sturnira hondurensis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9415: 'Phyllostomidae'}	{9416: 'Artibeus'}	{9417: 'Artibeus jamaicensis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9362: 'Eulipotyphla'}	{9373: 'Talpidae'}	{9374: 'Talpa'}	{50954: 'Talpa occidentalis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{28738: 'Cyprinodontiformes'}	{28771: 'Rivulidae'}	{942014: 'Nematolebias'}	{451745: 'Nematolebias whitei'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{948950: 'Pilosa'}	{227508: 'Megalonychidae'}	{9357: 'Choloepus'}	{27675: 'Choloepus didactylus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10049: 'Arvicola'}	{1047088: 'Arvicola amphibius'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{8459: 'Testudines'}	{27792: 'Dermochelyidae'}	{27793: 'Dermochelys'}	{27794: 'Dermochelys coriacea'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9255: 'Monotremata'}	{9259: 'Tachyglossidae'}	{9260: 'Tachyglossus'}	{9261: 'Tachyglossus aculeatus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9676: 'Hyaenidae'}	{95911: 'Hyaena'}	{95912: 'Hyaena hyaena'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8504: 'Lepidosauria'}	{8509: 'Squamata'}	{8689: 'Viperidae'}	{8728: 'Crotalus'}	{88082: 'Crotalus tigris'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{8459: 'Testudines'}	{328320: 'Geoemydidae'}	{74925: 'Mauremys'}	{260615: 'Mauremys reevesii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9398: 'Pteropodidae'}	{9401: 'Pteropus'}	{143291: 'Pteropus giganteus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9957: 'Oryx'}	{59534: 'Oryx dammah'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8292: 'Amphibia'}	{8342: 'Anura'}	{8397: 'Ranidae'}	{8399: 'Rana'}	{8407: 'Rana temporaria'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8292: 'Amphibia'}	{8342: 'Anura'}	{8382: 'Bufonidae'}	{8383: 'Bufo'}	{8384: 'Bufo bufo'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9681: 'Felidae'}	{146712: 'Puma'}	{1608482: 'Puma yagouaroundi'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9975: 'Lagomorpha'}	{9976: 'Ochotonidae'}	{9977: 'Ochotona'}	{130825: 'Ochotona curzoniae'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10053: 'Microtus'}	{111838: 'Microtus oregoni'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9608: 'Canidae'}	{9625: 'Vulpes'}	{494514: 'Vulpes lagopus'}
