kingdom_id	phylum_id	class_id	order_id	family_id	genus_id	species_id
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9605: 'Homo'}	{9606: 'Homo sapiens'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10066: 'Muridae'}	{10088: 'Mus'}	{10090: 'Mus musculus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10066: 'Muridae'}	{10114: 'Rattus'}	{10116: 'Rattus norvegicus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9903: 'Bos'}	{9913: 'Bos taurus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{8292: 'Amphibia'}	{8342: 'Anura'}	{8352: 'Pipidae'}	{8353: 'Xenopus'}	{8364: 'Xenopus tropicalis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9821: 'Suidae'}	{9822: 'Sus'}	{9823: 'Sus scrofa'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9596: 'Pan'}	{9598: 'Pan troglodytes'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9608: 'Canidae'}	{9611: 'Canis'}	{9612: 'Canis lupus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{7952: 'Cypriniformes'}	{2743709: 'Danionidae'}	{7954: 'Danio'}	{7955: 'Danio rerio'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9539: 'Macaca'}	{9544: 'Macaca mulatta'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{31022: 'Tetraodontiformes'}	{31031: 'Tetraodontidae'}	{31032: 'Takifugu'}	{31033: 'Takifugu rubripes'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9975: 'Lagomorpha'}	{9979: 'Leporidae'}	{9984: 'Oryctolagus'}	{9986: 'Oryctolagus cuniculus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{38605: 'Didelphimorphia'}	{9265: 'Didelphidae'}	{13615: 'Monodelphis'}	{13616: 'Monodelphis domestica'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9787: 'Perissodactyla'}	{9788: 'Equidae'}	{9789: 'Equus'}	{9796: 'Equus caballus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9498: 'Cebidae'}	{9481: 'Callithrix'}	{9483: 'Callithrix jacchus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9599: 'Pongo'}	{9601: 'Pongo abelii'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9632: 'Ursidae'}	{9645: 'Ailuropoda'}	{9646: 'Ailuropoda melanoleuca'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{8504: 'Lepidosauria'}	{8509: 'Squamata'}	{2024747: 'Dactyloidae'}	{28376: 'Anolis'}	{28377: 'Anolis carolinensis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9577: 'Hylobatidae'}	{325165: 'Nomascus'}	{61853: 'Nomascus leucogenys'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9779: 'Proboscidea'}	{9780: 'Elephantidae'}	{9784: 'Loxodonta'}	{9785: 'Loxodonta africana'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9255: 'Monotremata'}	{9256: 'Ornithorhynchidae'}	{9257: 'Ornithorhynchus'}	{9258: 'Ornithorhynchus anatinus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{8139: 'Oreochromis'}	{8128: 'Oreochromis niloticus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10139: 'Caviidae'}	{10140: 'Cavia'}	{10141: 'Cavia porcellus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10028: 'Cricetulus'}	{10029: 'Cricetulus griseus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{38608: 'Dasyuromorphia'}	{9277: 'Dasyuridae'}	{9304: 'Sarcophilus'}	{9305: 'Sarcophilus harrisii'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{40297: 'Galagidae'}	{30610: 'Otolemur'}	{30611: 'Otolemur garnettii'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9596: 'Pan'}	{9597: 'Pan paniscus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9554: 'Papio'}	{9555: 'Papio anubis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9498: 'Cebidae'}	{9520: 'Saimiri'}	{27679: 'Saimiri boliviensis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9681: 'Felidae'}	{9682: 'Felis'}	{9685: 'Felis catus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9935: 'Ovis'}	{9940: 'Ovis aries'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9592: 'Gorilla'}	{9593: 'Gorilla gorilla'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{76071: 'Beloniformes'}	{47757: 'Adrianichthyidae'}	{8089: 'Oryzias'}	{8090: 'Oryzias latipes'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9726: 'Delphinidae'}	{9732: 'Orcinus'}	{9733: 'Orcinus orca'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9774: 'Sirenia'}	{9775: 'Trichechidae'}	{9776: 'Trichechus'}	{9778: 'Trichechus manatus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9705: 'Odobenidae'}	{9706: 'Odobenus'}	{9707: 'Odobenus rosmarus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9787: 'Perissodactyla'}	{9803: 'Rhinocerotidae'}	{9806: 'Ceratotherium'}	{9807: 'Ceratotherium simum'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{948951: 'Cingulata'}	{9359: 'Dasypodidae'}	{9360: 'Dasypus'}	{9361: 'Dasypus novemcinctus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{143623: 'Maylandia'}	{106582: 'Maylandia zebra'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9975: 'Lagomorpha'}	{9976: 'Ochotonidae'}	{9977: 'Ochotona'}	{9978: 'Ochotona princeps'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9362: 'Eulipotyphla'}	{9376: 'Soricidae'}	{9379: 'Sorex'}	{42254: 'Sorex araneus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10158: 'Octodontidae'}	{10159: 'Octodon'}	{10160: 'Octodon degus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{30648: 'Dipodidae'}	{48867: 'Jaculus'}	{51337: 'Jaculus jaculus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9362: 'Eulipotyphla'}	{9373: 'Talpidae'}	{143301: 'Condylura'}	{143302: 'Condylura cristata'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	<not present>	{9369: 'Tenrecidae'}	{9370: 'Echinops'}	{9371: 'Echinops telfairi'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9655: 'Mustelidae'}	{9665: 'Mustela'}	{9668: 'Mustela putorius'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10167: 'Bathyergidae'}	{10180: 'Heterocephalus'}	{10181: 'Heterocephalus glaber'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10035: 'Mesocricetus'}	{10036: 'Mesocricetus auratus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{8459: 'Testudines'}	{8476: 'Emydidae'}	{8477: 'Chrysemys'}	{8479: 'Chrysemys picta'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{55153: 'Sciuridae'}	{1141640: 'Ictidomys'}	{43179: 'Ictidomys tridecemlineatus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10053: 'Microtus'}	{79684: 'Microtus ochrogaster'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10150: 'Chinchillidae'}	{10151: 'Chinchilla'}	{34839: 'Chinchilla lanigera'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9539: 'Macaca'}	{9541: 'Macaca fascicularis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9922: 'Capra'}	{9925: 'Capra hircus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{195936: 'Pundamilia'}	{303518: 'Pundamilia nyererei'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{28738: 'Cyprinodontiformes'}	{8079: 'Poeciliidae'}	{8082: 'Xiphophorus'}	{8083: 'Xiphophorus maculatus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9431: 'Vespertilionidae'}	{9434: 'Myotis'}	{109478: 'Myotis brandtii'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9903: 'Bos'}	{72004: 'Bos mutus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{8121: 'Haplochromis'}	{8153: 'Haplochromis burtoni'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{7894: 'Coelacanthiformes'}	{7895: 'Coelacanthidae'}	{7896: 'Latimeria'}	{7897: 'Latimeria chalumnae'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{1294634: 'Crocodylia'}	{1294636: 'Alligatoridae'}	{8495: 'Alligator'}	{38654: 'Alligator sinensis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9918: 'Bubalus'}	{89462: 'Bubalus bubalis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9431: 'Vespertilionidae'}	{9434: 'Myotis'}	{59463: 'Myotis lucifugus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9392: 'Scandentia'}	{9393: 'Tupaiidae'}	{9394: 'Tupaia'}	{246437: 'Tupaia chinensis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9835: 'Camelidae'}	{9836: 'Camelus'}	{419612: 'Camelus ferus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9835: 'Camelidae'}	{30539: 'Vicugna'}	{30538: 'Vicugna pacos'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9709: 'Phocidae'}	{9712: 'Leptonychotes'}	{9713: 'Leptonychotes weddellii'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9431: 'Vespertilionidae'}	{9434: 'Myotis'}	{225400: 'Myotis davidii'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	<not present>	{9389: 'Chrysochloridae'}	{185452: 'Chrysochloris'}	{185453: 'Chrysochloris asiatica'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{28734: 'Macroscelidea'}	{28735: 'Macroscelididae'}	{28736: 'Elephantulus'}	{28737: 'Elephantulus edwardii'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9398: 'Pteropodidae'}	{9401: 'Pteropus'}	{9402: 'Pteropus alecto'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10040: 'Peromyscus'}	{10042: 'Peromyscus maniculatus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{8459: 'Testudines'}	{8465: 'Cheloniidae'}	{8468: 'Chelonia'}	{8469: 'Chelonia mydas'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9750: 'Physeteridae'}	{9753: 'Physeter'}	{9755: 'Physeter catodon'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9765: 'Balaenopteridae'}	{9766: 'Balaenoptera'}	{9767: 'Balaenoptera acutorostrata'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{7991: 'Characiformes'}	{7992: 'Characidae'}	{7993: 'Astyanax'}	{7994: 'Astyanax mexicanus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{8504: 'Lepidosauria'}	{8509: 'Squamata'}	{34984: 'Pythonidae'}	{37579: 'Python'}	{176946: 'Python bivittatus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{119500: 'Lipotidae'}	{118796: 'Lipotes'}	{118797: 'Lipotes vexillifer'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9362: 'Eulipotyphla'}	{9363: 'Erinaceidae'}	{9364: 'Erinaceus'}	{9365: 'Erinaceus europaeus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{28738: 'Cyprinodontiformes'}	{8079: 'Poeciliidae'}	{8080: 'Poecilia'}	{48698: 'Poecilia formosa'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9815: 'Tubulidentata'}	{9816: 'Orycteropodidae'}	{9817: 'Orycteropus'}	{9818: 'Orycteropus afer'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{392815: 'Chlorocebus'}	{60711: 'Chlorocebus sabaeus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9475: 'Tarsiidae'}	{1868481: 'Carlito'}	{1868482: 'Carlito syrichta'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9431: 'Vespertilionidae'}	{29077: 'Eptesicus'}	{29078: 'Eptesicus fuscus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{8252: 'Pleuronectiformes'}	{30947: 'Cynoglossidae'}	{106173: 'Cynoglossus'}	{244447: 'Cynoglossus semilaevis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{28738: 'Cyprinodontiformes'}	{8079: 'Poeciliidae'}	{8080: 'Poecilia'}	{8081: 'Poecilia reticulata'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9787: 'Perissodactyla'}	{9788: 'Equidae'}	{9789: 'Equus'}	{9798: 'Equus przewalskii'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{30656: 'Dermoptera'}	{30657: 'Cynocephalidae'}	{482536: 'Galeopterus'}	{482537: 'Galeopterus variegatus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9632: 'Ursidae'}	{9639: 'Ursus'}	{29073: 'Ursus maritimus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337664: 'Spalacidae'}	{30636: 'Nannospalax'}	{1026970: 'Nannospalax galili'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{542827: 'Rhinopithecus'}	{61622: 'Rhinopithecus roxellana'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10167: 'Bathyergidae'}	{423606: 'Fukomys'}	{885580: 'Fukomys damarensis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9900: 'Bison'}	{9901: 'Bison bison'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{8007: 'Esociformes'}	{8008: 'Esocidae'}	{8009: 'Esox'}	{8010: 'Esox lucius'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9835: 'Camelidae'}	{9836: 'Camelus'}	{9837: 'Camelus bactrianus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9835: 'Camelidae'}	{9836: 'Camelus'}	{9838: 'Camelus dromedarius'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9398: 'Pteropodidae'}	{9401: 'Pteropus'}	{132908: 'Pteropus vampyrus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9539: 'Macaca'}	{9545: 'Macaca nemestrina'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9570: 'Colobus'}	{54131: 'Colobus angolensis'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9567: 'Mandrillus'}	{9568: 'Mandrillus leucophaeus'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9529: 'Cercocebus'}	{9531: 'Cercocebus atys'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{376918: 'Aotidae'}	{9504: 'Aotus'}	{37293: 'Aotus nancymaae'}
{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{30599: 'Indriidae'}	{30600: 'Propithecus'}	{379532: 'Propithecus coquereli'}
